review_id,product,rating,review_text,review_date,do_recommend,helpful_votes,sentiment,sentiment_score,themes,defect_risk,return_signal,feature_request
R013437,Fire HD 8 Tablet,4,"I got this on an impulse buy, mostly for my 16+ hour flight, but also just in general. Was in line buying something when I saw this at an unbelievable price! So I bought it and have no regrets! For the price ($69.99) it's a great tablet, though you can only get apps through the amazon app store not the Android app store, which limits you. But that's alright, as I mostly got it for watching videos and movies and that sort of stuff. And occasionally some games!",2017-02-01,True,0.0,positive,0.6,price_value,False,False,
R003581,AmazonBasics AAA Batteries,5,Very Good.......Thank You.........Jose,2015-08-04,,,positive,0.6,,False,False,
R008057,AmazonBasics AAA Batteries,5,They're batteries that do what they're supposed to do and last a long time. What else is there to say Will happily buy these again. :),2015-10-18,,,mixed,0.0,,False,False,
R003860,AmazonBasics AAA Batteries,5,yay power.,2016-08-04,,,mixed,0.0,battery_life,False,False,
R020603,Fire HD 8 Tablet,5,"WIFE LOVES IT ,WAS EASEY TO CONVERT FILES FROM OLD KINDLE FIRE",2017-06-22,True,9.0,positive,0.6,,False,False,
R016507,Fire HD 8 Tablet,5,This was a gift for my son and he loves it. It not only helps him with his homework but he could also play games on it!,2017-02-26,True,0.0,positive,0.6,kids_usability,False,False,
R025065,Fire Kids Edition Tablet,5,This has a lot of good features to limit the amount of time and what is accessed.,2017-02-10,True,0.0,positive,0.6,,False,False,
R008049,AmazonBasics AAA Batteries,5,Fast delivery and great price.,2015-06-23,,,positive,0.8,performance_speed|price_value,False,False,
R007484,AmazonBasics AAA Batteries,4,"They seem to work well. I've only used three of the pack thus far, but that item is still going strong.",2017-08-10,,,mixed,0.0,,False,False,
R023058,Fire Kids Edition Tablet,4,"Good for convenience when other devices are tied up, but the keyboard lags a little slower than I would like.",2017-01-10,True,0.0,mixed,-0.17,performance_speed,False,False,faster performance
R007427,AmazonBasics AAA Batteries,5,Have batteries for a long time...they are pretty good...using them with cat coin box..nice...,2016-02-10,,,positive,0.6,,False,False,
R022028,Fire 7 Tablet,5,"I bought this tablet to replace one I had bought a while ago for my daughter, all I heard upon opening is ""Mom, you are the best"", as she was excited to get a newer up to date Fire. She loves the fire tablet and so do we as a family. Amazon Fire is our go to. We can not switch to anything else!",2016-12-31,True,0.0,positive,0.8,kids_usability|customer_service,False,False,
R014686,Fire HD 8 Tablet,5,The kindle is great to read on. I also like that you can play some games.,2016-11-04,True,0.0,positive,0.6,,False,False,
R024987,Fire Kids Edition Tablet,5,Bought this for my daughter for Christmas. She loves it,2017-01-27,True,0.0,positive,0.6,kids_usability,False,False,
R023395,Fire Kids Edition Tablet,5,This is really very comfortable and easy as well as strong for toddler my baby really enjoy using this amazon fire kids,2017-03-17,True,0.0,positive,0.6,ease_of_use|kids_usability,False,False,
R010143,AmazonBasics AA Batteries,5,you always need AA batteries very good,2017-03-07,,,positive,0.6,,False,False,
R020314,Fire HD 8 Tablet,5,"This is an awesome tablet I purchased for my Granddaughter,",2018-04-20,True,0.0,positive,0.6,kids_usability,False,False,
R022518,Fire 7 Tablet,5,Not bad for the price and what it can do. It's decent just for web browsing.,2017-01-06,True,0.0,mixed,0.0,price_value,False,False,
R016830,Fire HD 8 Tablet,4,"This was a present for my son, but he seems to be enjoying it, so it must be ok",2017-05-19,True,0.0,mixed,0.0,kids_usability,False,False,
R016343,Fire HD 8 Tablet,5,I got the kindle fire hd8 for my daughter for Christmas and she loves it very much,2016-12-30,True,0.0,positive,0.6,screen_display|kids_usability,False,False,
R025729,Fire Kids Edition Tablet,1,This product is not user friendly much less kid friendly. Took them back for samsungs.,2017-03-15,False,0.0,mixed,0.0,ease_of_use|kids_usability,False,False,
R013896,Fire Kids Edition Tablet,5,Easy and age appropriate. Can set timers for tv and movie watching my granddaughter finds the educational games more interesting and fun.,2016-09-09,True,0.0,positive,0.6,ease_of_use|kids_usability,False,False,
R010413,AmazonBasics AA Batteries,5,they work!,2015-12-15,,,mixed,0.0,,False,False,
R012846,Kindle E-reader,4,Nice alternative for reading kindle books for kids. Not many features but good enough for reading.,2017-11-17,True,0.0,positive,0.6,kids_usability,False,False,
R026726,Fire HD 8 Tablet,5,I purchased 2 of these tablets for my 6 and 8 year old. They were a Black Friday special for $59. They are perfect for the apps and games they wanted.,2017-01-06,True,0.0,positive,0.6,,False,False,
R022135,Fire 7 Tablet,5,Using the Kindle to read books and stream videos is very easy and enjoyable.,2017-04-28,True,0.0,positive,0.6,ease_of_use,False,False,
R018257,Fire 7 Tablet,5,I needed a device to listen to books on a long drive. This paired easily in the car and downloading the audible books was a snap.,2016-07-29,True,0.0,mixed,0.0,,False,False,
R025779,Fire Kids Edition Tablet,3,Perfect for that age group that I bought it for she 10and loves it.,2017-01-16,True,0.0,positive,0.8,,False,False,
R021323,Fire 7 Tablet,5,Works great! Just the right size. Would recommend to family and friends.,2017-02-05,True,0.0,positive,0.8,,False,False,
R023565,Fire Kids Edition Tablet,5,Great tablet for a great price. Timely & free shipping,2016-10-21,True,0.0,positive,0.6,price_value,False,False,
R005306,AmazonBasics AAA Batteries,5,"The ones that I have used appear to work well, and are still going strong. Great deal!",2015-10-23,,,positive,0.6,price_value,False,False,
R008780,AmazonBasics AA Batteries,1,"I am disappointed with this purchase. I purchased these for my Dad, delivered to him in October, 2015. I am visiting, and just opened the brand new package, and inserted 4 of them to run his blood pressure cuff. The machine worked, but the battery indicator showed low, I switched the batteries with other brand new amazon batteries - same reading. Then I switched with another set of name brand batteries, and the battery indicator showed high/full. If I was home, I would have used my battery meter. No 10 year shelf life - not even a 10 month shelf life. Amazon, I am usually one of your biggest fans, but not this time.",2016-07-10,,,negative,-0.6,battery_life,False,False,longer battery life
R025721,Fire Kids Edition Tablet,5,"This is a pretty substantial tablet, lots of learning apps and the ability to download Netflix is a plus",2017-01-27,True,0.0,mixed,0.0,,False,False,
R022733,Kindle E-reader,5,"This is my second Kindle and I couldn't be happier . I couldn't believe I would be happy with something so small , but it is great And easy to take along anywhere .",2017-03-31,True,1.0,positive,1.0,ease_of_use,False,False,
R027403,Fire HD 8 Tablet,5,"This tablet is more often used than my ipad, the free games from amazon underground is cool with amazon prime and if you like to read it has plenty of book options and integrations with digital purchases!",2017-01-09,True,0.0,mixed,0.0,,False,False,
R001122,AmazonBasics AAA Batteries,5,"Like most people I use tons of batteries. The super high price and hassle of the marketing and nomenclature of buying them at the store is removed by buying these Amazon battery packs. More and more I am realizing that when possible it's a good idea to go with the 'Amazon Basics' products (especially for items like batteries). Certainly there are premium batteries that I have trusted for years and will continue to purchase. But I have found no difference between these Amazon batteries and my favorite other brands. So instead of buying 2 or 5 packs of batteries while waiting to check out in the store think about getting a realistic quantity of excellent batteries for half the price (maybe not half, but certainly less than name brands).",2017-04-13,,,positive,0.8,battery_life|price_value,False,False,
R014076,Fire HD 8 Tablet,5,"I purchased this as alight weight replacement for my laptop. It has accomplished everything I needed. I'm sure there will be something's I still need HP for, but this is a great tablet for what I needed. I got a case and 64gig card also. Everything works seamlessly so far.",2016-12-28,True,1.0,positive,0.6,customer_service,False,False,
R020342,Fire HD 8 Tablet,5,"Delight your child with books, games and shows tailored just for him on this Amazon Fire HD 8 Kids Edition tablet. The 8-inch high-definition display offers immersive play or viewing, and a parental dashboard lets you set up appropriate content or time limits. This Amazon Fire HD 8 Kids Edition tablet comes with a durable case that resists damage.",2017-10-25,True,0.0,mixed,0.0,screen_display|durability|kids_usability,False,False,
R026746,Fire HD 8 Tablet,5,"Easy to load, works with our local library (borrow books for free).",2017-01-06,True,0.0,positive,0.6,ease_of_use,False,False,
R019876,Fire HD 8 Tablet,5,Perfect gift for grandchild. Great price. Very satisfied with this purchase,2018-01-20,True,0.0,positive,0.8,price_value|kids_usability,False,False,
R023390,Fire Kids Edition Tablet,4,Grandson loves his new tablet. Had to set him up as an adult because Amazon had too many restrictions for child account,2017-02-19,True,0.0,positive,0.6,kids_usability,False,False,
R021263,Fire 7 Tablet,5,I can read just about any book that is published and not leave my house to go to the store and have to buy them.,2016-09-03,True,0.0,mixed,0.0,,False,False,
R028297,Fire HD 8 Tablet,5,I bought this for my daughter and she loves it. It's speedy when loading books!,2017-01-08,True,0.0,positive,0.6,performance_speed|kids_usability,False,False,
R001412,AmazonBasics AAA Batteries,5,Batteries that seem to operate just fine at a great price.,2016-02-29,,,positive,0.6,price_value,False,False,
R007007,AmazonBasics AAA Batteries,4,"Seem to last , time will tell will up date later.",2017-06-20,,,mixed,0.0,,False,False,
R008754,AmazonBasics AA Batteries,4,These are decent batteries for a pretty good price. I haven't experienced any leaking yet. Would buy again. Will update if there are problems.,2016-03-26,,,positive,0.6,price_value,False,False,
R015683,Fire HD 8 Tablet,5,"Great tablet for the price, it was a Christmas present and so far so good!",2017-01-16,True,0.0,positive,0.8,price_value,False,False,
R026198,Fire HD 8 Tablet,5,We bought one for my wife and my mother-in-law and they both love it. Very easy to use.,2017-02-04,True,0.0,positive,0.8,ease_of_use,False,False,
R020905,Fire HD 8 Tablet,5,"I bought this computer a 32 GB fire for $79 and I love it.I don't do much on it but; emails, play games both on and off line, and go online for other social media like youtube etc.It takes pretty good pictures. It comes on a little slower than I would like, but it is a great buy for me. Once it comes on it is very fast.",2017-11-27,True,0.0,mixed,0.3,screen_display|performance_speed|storage_capacity,False,False,faster performance
R024257,Fire HD 8 Tablet,4,Great tab for my kids. This is the third fire tablet that we have purchased for our kids.,2017-05-17,True,0.0,positive,0.6,kids_usability,False,False,
R011306,AmazonBasics AA Batteries,5,I use these all the time. They have come in handy for a few remotes that we have gotten and only used these sized batteries. They last a decent amount of time. Not the greatest but also for the size they work well.,2017-06-08,,,positive,0.6,,False,False,
R020732,Fire HD 8 Tablet,4,Just wish i could lock the screen so my daughter cant exit apps!,2017-12-01,True,0.0,mixed,0.0,screen_display|kids_usability,False,False,
R013163,Kindle E-reader,3,Ive had the 1st kindle so it took time to get used to no keyboard but love the built in light that has auto adjusting. The homepage isnt as friendly,2016-09-09,True,0.0,positive,0.6,,False,False,
R016602,Fire HD 8 Tablet,5,"ilovemy kindle 8"" . However it has crash a couple of times and am not sure why. also the 8"" case is not made for this kindle because the clamps used to hold it are right on the buttons to turn on and volume. so if you have a better case for it please let me know.",2016-12-27,True,0.0,positive,0.6,,False,False,
R005286,AmazonBasics AAA Batteries,5,Double AA batteries for about for about a quarter apiece. Very solid deal. Five stars.,2016-02-08,,,mixed,0.0,price_value,False,False,
R000099,AmazonBasics AAA Batteries,5,My PS3 remote control and my television remote controls work again thanks to these AAA batteries.,2015-07-01,,,mixed,0.0,,False,False,
R004540,AmazonBasics AAA Batteries,5,"Will give it 5 stars because of the price. I will update later if batteries do not last long. Looking for technical info sorry, that is not me.",2016-07-31,,,mixed,0.0,price_value,False,False,
R011831,AmazonBasics AA Batteries,5,"I was skeptical before trying these AmazonBasics AA batteries. I didn't think they could possibly compare to the Duracell batteries I've used for as long as I can remember. But I was wrong. These batteries last just as long, and the price is so much more reasonable! Kudos to Amazon for offering their AmazonBasics products. Stop wasting money needlessly and try these AA batteries. You'll be glad you did!",2015-07-25,,,mixed,0.0,price_value|kids_usability,False,False,
R023886,Fire Kids Edition Tablet,5,Great for my kiddo! He loves to watch Sesame Street on it :),2016-10-24,True,0.0,positive,0.8,kids_usability,False,False,
R009650,AmazonBasics AA Batteries,5,its work good!!!,2015-09-22,,,positive,0.6,,False,False,
R021669,Fire 7 Tablet,5,"I have not been a fan of anything Android, but Amazon did this one right. I've had none of the issues I've experienced with other Android tablets, and it works great for shopping, browsing, reading, and listening to music.",2016-12-07,True,0.0,positive,0.6,,False,False,
R010470,AmazonBasics AA Batteries,5,It serves its purpose.,2015-05-28,,,mixed,0.0,,False,False,
R021377,Fire 7 Tablet,4,We only use it for streaming Hulu and playing a few games but it's held its own so far.,2017-02-03,True,0.0,mixed,0.0,,False,False,
R014064,Fire HD 8 Tablet,5,This tablet has worked perfectly since I got it in April. The special offers are only on the lock screen and it works with all my apps. It's very responsive and the screen resolution is great.,2017-05-17,True,0.0,positive,0.8,screen_display|performance_speed,False,False,
R006836,AmazonBasics AAA Batteries,5,These batteries are fantastic! They perform just as well as any other name brand battery but they cost significantly less. I never have any worries with any Amazon branded item and these do not disappoint. Do yourself a favor and save a few bucks and get these batteries.,2016-10-01,,,positive,0.6,battery_life,False,False,
R017725,Kindle E-reader,5,"the Kindle Voyage is the very best ereader that I've ever used. The light is great and does bother my eyes in the the dark at all (iPads, Fire and Nook tablets bother me in dim light and extended reading) while providing light read by. The controls are simple and easy to learn. However it is slightly pricey. For me the quality and relief are well worth the price.",2015-03-31,True,8.0,positive,1.0,ease_of_use|price_value,False,False,
R027408,Fire HD 8 Tablet,5,This is a great tablet for the price I paid. My husband loves it!,2017-01-06,True,0.0,positive,0.8,price_value,False,False,
R007515,AmazonBasics AAA Batteries,5,They work fine. Why would anyone buy half the quantity for more than 2X the price at some box store,2017-06-24,,,mixed,0.0,price_value,False,False,
R026388,Fire HD 8 Tablet,5,"I was not sure what to expect from this little tablet at such a low price but I am impressed! The 8 inch version is a good size and a lot easier to carry around than my heavier 10 inch tablet. I read negative reviews about the video quality but I have not had any issues and use it to watch Netflix regularly with very clear and uninterrupted quality. The amazon App Store is definitely limited but with an android based system, it is very easy to install the google play store without having to root your device and voiding the warranty.",2017-01-16,True,0.0,positive,0.8,ease_of_use|price_value|customer_service,False,False,
R011087,AmazonBasics AA Batteries,4,"Each battery only lasts a few days on my wireless mouse.Update: the problem is actually with my mouse or computer other batteries are also draining too fast. Nevertheless, it would be good if these Amazon batteries stated their capacity.",2016-09-09,,,positive,0.8,battery_life|performance_speed,False,False,
R002730,AmazonBasics AAA Batteries,5,great/solid product. last as much as leading brands,2016-12-05,,,positive,0.6,,False,False,
R025334,Fire Kids Edition Tablet,5,Fun apps for kids along with some great educational apps and videos,2016-09-09,True,1.0,positive,0.6,kids_usability,False,False,
R024356,Fire HD 8 Tablet,4,"I was looking to upgrade from my old Kindle reader and stumbled on the Fire HD which is not only a reader but a tablet as well. Fairly easy to use. I really only needed to read books but how have a tablet as well. I wish it supported all google play apps and not just Amazon apps but I can check email and get to the web so it serves the purpose. But...when I want to read in the middle of the night, getting to the web can be distracting.",2017-02-17,True,0.0,positive,0.6,screen_display|ease_of_use|customer_service,False,False,
R016100,Fire HD 8 Tablet,5,Bought as a gift for my mother. Instead of her feeling locked at the computer she can now access the web from anywhere in the house.,2017-01-16,True,0.0,mixed,0.0,,False,False,
R021492,Fire 7 Tablet,5,I bought this second Kindle for the larger storage space and love all the extra stuff I can do now.,2016-11-04,True,0.0,positive,0.6,storage_capacity,False,False,
R008200,AmazonBasics AAA Batteries,5,Great lasted about a month and a half running four hours a night in me led candle,2017-07-21,,,positive,0.6,,False,False,
R006390,AmazonBasics AAA Batteries,5,Works as well with the same time supply in very expensive name brands.,2017-01-25,,,mixed,0.0,,False,False,
R001503,AmazonBasics AAA Batteries,5,Can't beat this price! These batteries work just as well as other more expensive batteries...Will definitely order these again.,2016-08-02,,,mixed,0.0,price_value,False,False,
R025381,Fire Kids Edition Tablet,5,This was a huge hit with my seven-year-old grandson. I came in to replace a broken tablet and they were no longer available. So I chose this one and it's better than ever!,2017-04-14,True,0.0,negative,-0.6,durability|kids_usability|customer_service,True,False,
R021199,Fire 7 Tablet,5,"I'm very pleased with my Kindle fire. I've used it more than I thought I would, as I primarily was getting it for reading, but wanted the internet access and ability to review and edit documents, too. In addition to reading more lately than I usually do, I'm also turning my Fire on instead of my desk top computer if I'm only going to use it a short time.",2016-09-25,True,4.0,mixed,0.0,,False,False,
R003885,AmazonBasics AAA Batteries,4,All my remotes have new batteries,2015-04-03,,,mixed,0.0,,False,False,
R004859,AmazonBasics AAA Batteries,5,They're batteries and they work. Woohoo! I'll stop buying the junky ones at Dollar Tree. Good deal here on Amazon.,2015-09-07,,,mixed,0.0,price_value,False,False,
R011824,AmazonBasics AA Batteries,4,Seemingly sufficient at a good price!,2016-11-16,,,positive,0.6,price_value,False,False,
R001805,AmazonBasics AAA Batteries,5,"Good batteries, just as great as name brand but for a cheaper price",2015-07-29,,,positive,0.8,durability|price_value,False,False,
R018499,Fire 7 Tablet,5,I bought two of these for two of my children. The parental controls are great and I can easily control their access to content. The ability to make them do something educational like read for 30 min before playing games is awesome. This tablet does everything I wanted it to do.,2016-07-24,True,0.0,positive,0.8,kids_usability,False,False,
R000579,AmazonBasics AAA Batteries,5,Batteries...what can you say,2015-07-07,,,mixed,0.0,,False,False,
R005627,AmazonBasics AAA Batteries,5,"Great quality product. I haven't done extensive testing or anything, but they seem to last just as long as Energizer batteries. All of the batteries worked as they should and the value was a good deal.",2016-11-15,,,positive,1.0,price_value,False,False,
R019378,Fire HD 8 Tablet,5,She loves it and will use it for many different ways.,2017-12-22,True,0.0,positive,0.6,,False,False,
R007721,AmazonBasics AAA Batteries,3,They're batteries. They work.,2016-01-08,,,mixed,0.0,,False,False,
R019752,Fire HD 8 Tablet,3,Bought this for my my daughter. Good for slower games. Kind of slow loading pages and when watching videos,2018-02-21,False,0.0,mixed,0.0,performance_speed|kids_usability,False,False,faster performance
R019795,Fire HD 8 Tablet,5,"My sons first table since school is using apps now for supplemental math. He loves it and the child controls are great. Performance is solid, particularly for a grade school kid. The case and price point make this a great buy.",2018-01-13,True,0.0,positive,0.8,price_value|kids_usability,False,False,
R008094,AmazonBasics AAA Batteries,5,Work fine. These are really nice and they are cheap.,2016-03-01,,,mixed,0.0,durability|price_value,False,False,
R019156,Kindle E-reader,5,"I have used Kindle e-readers since Amazon introduced them years ago. All are good products and each new model has been a worthwhile upgrade. The Oasis is no exception, even from the highly touted Voyage model. It is expensive but the lightweight design, improved backlighting and battery cover are worth the additional expense for someone who reads frequently. This is definitely a good investment!",2016-05-27,True,5.0,positive,0.8,battery_life|price_value,False,False,
R003230,AmazonBasics AAA Batteries,5,"So far so good, no duds",2017-01-13,,,positive,0.6,,False,False,
R025647,Kindle E-reader,3,"I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes.",2018-01-21,True,0.0,positive,0.8,screen_display|storage_capacity,False,False,
R017199,Fire Kids Edition Tablet,3,"This is one of the perfect tab for kids, I bought it for my niece and she loved it.",2016-12-14,True,0.0,positive,0.8,kids_usability,False,False,
R014559,Fire HD 8 Tablet,4,"This is a nice basic tablet for those not wanting to spend a lot of $$. Easy to use, nice HD resolution for games and even watching Netflix etc.",2017-07-20,True,0.0,positive,0.6,screen_display|ease_of_use,False,False,
R017438,Fire Kids Edition Tablet,5,"Bought for my 2 year old granddaughter l, she loves it, so easy to use .. She can navigate through it with no problems",2017-01-06,True,0.0,positive,0.8,ease_of_use|kids_usability,False,False,
R015705,Fire HD 8 Tablet,5,I broke my Fire 7 and decided to move up to the 8 and could not be more happy.,2017-05-26,True,0.0,mixed,0.0,durability,True,False,
